id,cp,ville,adresse,lat,lon,dist_km,pop
69002006,69002,LYON,84 QUAI PERRACHE,45.735,4.818,3.5,R
69009001,69009,Lyon,111 Rue Marietton,45.77359,4.79266,3.5,R
69002005,69002,Lyon,84 Quai Perrache,45.73463,4.81835,3.53,R
69002001,69002,Lyon,84 Quai Perrache,45.73463,4.81823,3.54,R
69100023,69100,VILLEURBANNE,47 COURS EMILE ZOLA,45.76928,4.8809,3.56,R
69100026,69100,VILLEURBANNE,47 COURS EMILE ZOLA,45.76928,4.8809,3.56,R
69110004,69110,SAINTE-FOY-LèS-LYON,Rue Commandant Charcot,45.749,4.794,3.64,R
69370003,69370,St didier au mont d or,107 route de saint cyr,45.79078,4.80813,3.67,R
69370002,69370,Saint-Didier-au-Mont-d'Or,107 ROUTE DE ST CYR,45.791,4.808,3.69,R
69100001,69100,VILLEURBANNE,"145, Rue Anatole France",45.769,4.884,3.79,R
69110003,69110,Sainte-Foy-lès-Lyon,28 Avenue Maurice JARROSSON,45.742,4.798,3.81,R
69300011,69300,Caluire-et-Cuire,Place Maréchal Foch - Montée des soldats,45.797,4.852,3.88,R
69110005,69110,Sainte-Foy-lès-Lyon,28 AVENUE MAURICE JARROSSON,45.74139,4.7968,3.93,R
69300008,69300,Caluire-et-Cuire,Montée des Soldats,45.7975,4.85204,3.93,R
69300012,69300,Caluire-et-Cuire,MONTEE DES SOLDATS,45.79746,4.85299,3.95,R
69008005,69008,LYON,131 Rue Marius Berliet,45.73698,4.86894,3.96,R
69008007,69008,LYON,131 RUE MARIUS BERLIET,45.737,4.869,3.96,R
69160002,69160,TASSIN-LA-DEMI-LUNE,49 Avenue Victor Hugo,45.766,4.784,4.02,R
69160005,69160,TASSIN LA DEMI LUNE,49 AVENUE VICTOR HUGO,45.766,4.784,4.02,R
69100018,69100,VILLEURBANNE,72 Cours Tolstoï,45.76951,4.8877,4.08,R
69100019,69100,VILLEURBANNE,47 Cours Émile Zola,45.76951,4.8877,4.08,R
69200003,69200,VéNISSIEUX,38 rue du moulin à vent,45.73012,4.85621,4.09,R
69007008,69007,LYON,AVENUE TONY GARNIER,45.727,4.829,4.15,R
69007004,69007,LYON,Avenue Tony Garnier,45.72665,4.82857,4.19,R
69007001,69007,LYON,81 Avenue Tony Garnier,45.72602,4.83973,4.23,R
69007010,69007,LYON,56 Avenue Tony Garnier,45.72627,4.82904,4.23,R
69007009,69007,LYON,AVENUE TONY GARNIER,45.726,4.84,4.24,R
69160001,69160,TASSIN-LA-DEMI-LUNE,35 AVENUE GENERAL BROSSET,45.757,4.781,4.31,R
69005001,69005,LYON,163 Rue Joliot-Curie,45.755,4.78,4.44,R
69350003,69350,LA MULATIERE,66 RUE STEPHANE DECHANT,45.726,4.815,4.52,R
69005002,69005,LYON,131 Rue Joliot-Curie,45.754,4.779,4.54,R
69005005,69005,LYON 5EME,165 RUE JOLIOT CURIE,45.754,4.777,4.69,R
69130003,69130,Écully,28 Avenue Édouard Aynard,45.779,4.779,4.7,R
69300001,69300,Caluire-et-Cuire,10 Chemin Jean Petit,45.805,4.859,4.9,R
69008008,69008,LYON,86 AVENUE JEAN MERMOZ,45.733,4.881,4.92,R
69008002,69008,LYON,86 Avenue Jean Mermoz,45.7326,4.88081,4.94,R
69008006,69008,LYON,86 avenue Jean Mermoz,45.7326,4.88081,4.94,R
69008009,69008,Lyon,86 avenue jean mermoz,45.73255,4.88065,4.94,R
69100016,69100,VILLEURBANNE,Rue Léon Blum,45.76022,4.90112,5.09,R
69100024,69100,Villeurbanne,112B RUE LEON BLUM,45.76024,4.90112,5.09,R
69100032,69100,Villeurbanne,"112 B, RUE LEON BLUM",45.76,4.901,5.09,R
69008004,69008,LYON,105 Avenue Jean Mermoz,45.73205,4.88294,5.1,R
69500011,69500,Bron,250 ROUTE DE GENAS,45.752,4.9,5.16,R
69132001,69130,ÉCULLY,Avenue du Bon Pasteur,45.787,4.777,5.22,R
69190005,69190,Saint-Fons,Boulevard Pierre Sémard,45.71626,4.84297,5.34,R
69500003,69500,BRON,16 Avenue Franklin Roosevelt,45.73833,4.89414,5.36,R
69500008,69500,BRON,16 AV F ROOSEVELT,45.738,4.894,5.37,R
69500010,69500,Bron,16 AV FRANKLIN ROOSEVELT,45.738,4.894,5.37,R
